Category,Product,URL
Live Sound | PA Packs,Stagepas 600i Portable PA System,https://www.storedj.com.au/yamaha-stagepas-600i-portable-pa-system
Amps & FX | Effects | Guitar Effects,RC-505 Loop Station,http://www.bettermusic.com.au/boss-rc-505-loop-station-rc505
Guitars | Electric Guitars | Hollowbodies,ES-339 Pro Electric Guitar - Natural,http://www.bigmusicshop.com.au/epiphone-es-339-pro-electric-guitar-natural.html
Guitars,TRBX174 - 4 string bass guitar - Red Metallic,http://www.bigmusicshop.com.au/yamaha-trbx174-bass-guitar-red-metallic.html
Amps & FX | Effects,DD-500 Digital Delay,http://www.haworthguitars.com.au/products/effect-pedals/guitar-bass/boss-dd-500-digital-delay/
Amps & FX | Effects,DD-500 Digital Delay,http://www.portmacguitars.com.au/Boss-DD-500-Digital-Delay-buy-australia
Live Sound | Portable & Wireless PA,Europort PPA2000BT Ultra Compact 2000 Watt 8 Channel Portable PA System,https://www.storedj.com.au/behringer-europort-ppa2000bt-2000w-pa-system-w-bluetooth
Orchestral | Harmonicas,Pro Harp Harmonica Key Of F,http://www.bettermusic.com.au/hohner-pro-harp-10-hole-harmonica-f
Orchestral | Harmonicas,Pro Harp Harmonica Key Of F ,http://www.bettermusic.com.au/hohner-pro-harp-10-hole-harmonica-f
Keys | Keyboard & Piano Accessories | Keyboard Stands,Single Braced Keyboard Stand,http://www.guitarfactory.com.au/Accessories/Stands/Keyboard-2/onstage-keyboard-stand
Amps & FX | Keyboard Amps,KC-110 Stereo Keyboard Amplifier,http://www.bettermusic.com.au/roland-kc-110-stereo-keyboard-amplifier-kc110
Recording | Interfaces,POD HD Pro X- Rackmount Guitar Effects Processor USB HDPROX,http://www.guitarfactory.com.au/Pedals_FX/line-6/POD/Line-6-POD-HD-Pro-X
Amps & FX | Guitar Amps | Modeling Amps,Spider V 240 - Guitar Amplifier,https://www.kosmic.com.au/line-6-spider-v-240-guitar-combo-amplifier
Guitars | Ibanez Guitars | Ibanez 8 / 9 String Guitars,RG8 BK 8 String Guitar,http://www.portmacguitars.com.au/ibanez-rg8.html
Orchestral | Harmonicas,Marine Band Harmonica Key Of E,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=3572
Orchestral | Harmonicas,Marine Band Harmonica Key Of C,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=3572
Orchestral | Harmonicas,Marine Band Harmonica Key Of G,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=3572
Orchestral | Harmonicas,Marine Band Harmonica Key Of B,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=3572
Orchestral | Harmonicas,Marine Band Harmonica Key Of A,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=3572
Orchestral | Harmonicas,Marine Band Harmonica Key Of F,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=3572
Orchestral | Harmonicas,Marine Band Harmonica Key Of D,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=3572
Live Sound | Mixers,Eurodesk SX3242FX Analog Mixer,https://www.belfieldmusic.com.au/behringer-eurodesk-sx3242fx-mixer-32-channel.html
Live Sound | Mixers | Analog Mixers,MG10 10 Channel Compact Mixer,http://www.bigmusicshop.com.au/yamaha-mg10-10-channel-mixer.html
Amps & FX | Effects | Delay & Reverb,DR600 Digital Reverb Pedal,https://www.storedj.com.au/behringer-dr600-digital-reverb-effects-pedal
Amps & FX | Effects,BC-1X Bass Compressor Pedal BC1X,http://www.bigmusicshop.com.au/boss-bc-1x-bass-compressor.html
Guitars | Guitar Starter Packs | Electric Guitar and Amp Packs,Affinity Fat Strat HSS Pack with Champion 20 Amp - Brown Sunburst,http://www.bigmusicshop.com.au/squier-stratocaster-hss-pack-w-champion-20-amplifier-brown-sunburst.html
Amps & FX | Guitar Amps | Guitar Heads,Blues Cube Tour Amp Head - Pre order,http://www.haworthguitars.com.au/products/amplifiers/guitar/roland-blues-cube-tour-guitar-amplifier/
Amps & FX | Guitar Amps | Modeling Amps,Spider V 120 - Guitar Amplifier,https://www.kosmic.com.au/line-6-spider-v-120-guitar-combo-amplifier
Guitars | Acoustic Guitars,PRO-1 Acoustic Guitar - Vintage Sunburst,http://www.bigmusicshop.com.au/epiphone-pro-1-acoustic-guitar-vintage-sunburst.html
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",Germanium Fuzz Face Mini Distortion Pedal,http://www.portmacguitars.com.au/dunlop-mini-fuzz-face.html
Recording | Hard Disk Recording,BR-800 Digital Recorder,http://www.haworthguitars.com.au/products/home-recording/boss-br-800-digital-recorder/
Recording | Studio Monitors,Eris E44 Active Studio Monitors (PAIR),https://www.storedj.com.au/presonus-eris-e44-active-mtm-nearfield-monitors-pair
Guitars | Acoustic Guitars | Acoustic Electric Guitars,LL6M ARE Acoustic Electric Jumbo Natural,http://www.guitarfactory.com.au/Guitars/Acoustic/Yamaha/l-series/Yamaha-LL6M-ARE
Live Sound | Microphones | Dynamic Microphones,Ultravoice XM8500 Dynamic Microphone,https://www.storedj.com.au/behringer-ultravoice-xm8500-dynamic-cardioid-vocal-mic
Guitars | Electric Guitars | Specialty & Rare Guitars,Explorer 2017 T - Ebony,http://www.bigmusicshop.com.au/gibson-explorer-t-2017-ebony.html
Guitars | Electric Guitars | Specialty & Rare Guitars,Explorer 2017 T - Ebony,http://www.bettermusic.com.au/gibson-explorer-t-2017-electric-guitar-ebony
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",LT Compact Metal Pedal,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=8739
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",Lumberjack Log Overdriver,https://www.belfieldmusic.com.au/electro-harmonix-ehx-lumberjack-log-overdriver-effects-pedal-fx.html
Amps & FX | Effects | Guitar Effects,AC-3 Acoustic Simulator,https://www.belfieldmusic.com.au/boss-ac-3-acoustic-simulator-pedal.html
Live Sound | Mixers,Xenyx Q1202USB Mixer,https://www.belfieldmusic.com.au/behringer-xenyx-q1202usb-mixer.html
Live Sound | Mixers | Analog Mixers,Xenyx QX1832USB Mixer,https://www.belfieldmusic.com.au/behringer-xenyx-qx1832usb-mixer.html
Accessories & Parts,iKlip Xpand Mini Universal Mic Stand,https://www.belfieldmusic.com.au/ik-multimedia-iklip-xpand-mini-universal-mic-stand-mount-for-smartphone-inc-all-iphone-ipod-touch-models.html
Amps & FX | Effects,Wah Pedal PW3,http://www.bigmusicshop.com.au/boss-pw3-wah-pedal.html
Guitars | Electric Guitars | Fender Jazzmaster,Squier Vintage Modified Baritone Jazzmaster,http://www.bettermusic.com.au/squier-vintage-modified-baritone-jazzmaster-antigua-burst
Accessories & Parts | Tuners,TU-3 Chromatic Tuner,http://www.bettermusic.com.au/boss-tu-3-chromatic-tuner-tu3
Guitars | Electric Guitars | Les Pauls,PRO-1 Les Paul Guitar Pack with Rocksmith - White,http://www.bigmusicshop.com.au/epiphone-pro-1-les-paul-jr-performance-pack-alpine-white.html
Guitars | Electric Guitars | Fender Telecaster,Classic Player Baja Telecaster&#174; w/ gig bag,http://www.guitarfactory.com.au/Guitars/Electric/Fender/Classic/fender-classic-pplayer-baja-telecaster
"Amps & FX | Effects | Chorus, Phaser & Flanger Pedals",Script Phase 90 With LED,http://www.bettermusic.com.au/mxr-custom-shop-script-phase-90-w-led
Amps & FX | Guitar Amps | Guitar Combos | Valve Guitar Combos,112RD 50w Guitar Combo Amp w/ Reverb *1 Only*,http://www.allansbillyhyde.com.au/prod/112RD50/Music-Man-112RD-50w-Guitar-Amplifier-Combo.aspx
Amps & FX | Guitar Amps | Guitar Combos | Valve Guitar Combos,HT Soloist 60 Valve Guitar Combo,http://www.bettermusic.com.au/blackstar-ht-soloist-60-1x12-guitar-amp-combo
Amps & FX | Guitar Amps | Guitar Combos | Valve Guitar Combos,DSL40C 40 Watt Valve Combo,https://www.belfieldmusic.com.au/marshall-dsl-40-watt-guitar-amplifier-special-edition-black-combo-amp-40-20w-valve-combo-dsl40c.html
Recording | Midi Control Keyboards,FCB1010 Midi Foot Controller,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=763
Amps & FX | Effects,RV-6 Digital Reverb Pedal,https://www.ghmusic.com.au/boss-rv-6-reverb-pedal.html
Amps & FX | Effects | Delay & Reverb,M300 Reverb Effect Pedal,http://www.bettermusic.com.au/mxr-m300-reverb-pedal
Accessories & Parts | Power Supplies,Micropower PS400 Phantom Power Supply,https://www.soundcorp.com.au/behringer-ps400-universal-phantom-power-supply-for-condenser-mic-7175
Amps & FX | Acoustic Amps,Acoustic Singer Pro Acoustic Amplifier,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=11644
Amps & FX | Effects,Cathedral Stereo Reverb Pedal,http://www.bettermusic.com.au/electro-harmonix-cathedral-stereo-reverb-pedal
Keyboards | Midi Keyboards,Impulse 61 Midi Keyboard Controller,http://www.allansbillyhyde.com.au/prod/NOV-IMPULSE61/Novation-Impulse-61-61-Note-USB_Midi-Controller-Keyboard.aspx
Amps & FX | Acoustic Amps,Acoustic Singer Live Acoustic Amplifier,http://www.bigmusicshop.com.au/boss-acoustic-singer-live-acoustic-guitar-amplifier.html
Amps & FX | Effects | EQ & Compressor,Spark Mini Booster Pedal,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=6689
Live Sound | Mixers,Eurodesk SX3242FX Analog Mixer,https://www.storedj.com.au/behringer-eurodesk-sx3242fx-32-input-studio-live-mixer
Recording | Studio Monitors,Rokit 6 RP6 G3 Studio Monitor,https://www.belfieldmusic.com.au/krk-rokit-8-g3-studio-monitor.html
Keyboards | Midi Keyboards,A-500PRO 49 Key MIDI Keyboard Controller,https://www.storedj.com.au/roland-a-500pro-49-key-midi-keyboard-controller
Guitars | Acoustic Guitars | Resonators,G9231 Bobtail™ Steel Square-Neck A.E.,http://www.bettermusic.com.au/gretsch-g9231-bobtail-steel-square-neck-ae-resonator-guitar
Amps & FX | Effects | EQ & Compressor,LT Compact Boost Pedal,https://www.belfieldmusic.com.au/blackstar-lt-boost-compact-boost-pedal.html
Recording | Interfaces | 1 - 7 Inputs,Scarlett 2i2 Studio Second Generation Interface,http://www.guitarfactory.com.au/Studio/Focusrite/focusrite-scarlett-2i2-studio
Guitars | Electric Guitars,PS120L Paul Stanley Signature Electric Guitar (Left Hand),https://www.ghmusic.com.au/ibanez-paul-stanley-ps120sp-signature-electric-guitar.html
Other,iKlip Studio Desktop stand for iPad & iPad2,http://www.bettermusic.com.au/iklip-microphone-stand-adaptor-for-ipad-and-ipad2
Guitars | Electric Guitars | Fender Telecaster,Standard Telecaster Electric Guitar - Arctic White,http://www.bettermusic.com.au/fender-standard-telecaster-arctic-white
Accessories & Parts | Power Supplies,DC Brick Power Supply M237,http://www.bigmusicshop.com.au/mxr-dc-brick-power-source.html
Live Sound | Wireless | Wireless Microphones,EW165 G3-1G8 Wireless Super-Cardioid Condenser Microphone System (1800MHz Frequency Band),https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=8299
Live Sound | Mixers | Analog Mixers,MG06X 6 Channel Compact Mixer with Effects,http://www.bigmusicshop.com.au/yamaha-mg06x-6-channel-mixer-w-effects.html
Guitars | Electric Guitars | Specialty & Rare Guitars,G6134 White Penguin,https://www.ghmusic.com.au/gretsch-g6134-white-penguin-electric-guitar.html
Guitars | Acoustic Guitars | Acoustic Electric Guitars,AEG8E Acoustic Electric Guitar - Transparent Blue Sunburst,http://www.bettermusic.com.au/ibanez-aeg8e-tbs-acoustic-guitar-transparent-blue-sunburst
Live Sound | Mixers | Analog Mixers,MG12 12 Channel Mixer,http://www.bigmusicshop.com.au/yamaha-mg12-12-channel-mixer.html
Live Sound | Portable & Wireless PA,EPS500MP3 Europort Ultra Compact 500 Watt 8 Channel Portable Pa System,https://www.storedj.com.au/behringer-europort-eps500mp3-500w-portable-pa-system-w-mp3
Recording,RC-30 Loop Station,http://www.bettermusic.com.au/boss-rc-30-loop-station-rc30
Guitars | Acoustic Guitars,PRO-1 Acoustic Guitar - Wine Red,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=8217
Recording | Control Surfaces,CS18AI Control surface With Moving Faders,http://www.bigmusicshop.com.au/presonus-slcs18ai-64-ch-control-surface-with-moving-faders.html
Amps & FX | Effects | Guitar Effects,AW-3 Dynamic Wah,https://www.belfieldmusic.com.au/boss-aw-3-dynamic-wah-pedal.html
Amps & FX | Effects | Guitar Effects,AW-3 Dynamic Wah,http://www.bettermusic.com.au/boss-aw-3-dynamic-wah-aw3
Guitars | Electric Guitars,Bo Diddley Electric Guitar,http://www.bigmusicshop.com.au/gretsch-g6138-bo-diddley.html
Guitars | Folk Instruments | Ukuleles,G9470 Clarophone&#8482; Banjo-Ukulele,http://www.portmacguitars.com.au/gretsch-g9470-clarophone-banjo-ukulele.html
Live Sound | Microphones,KMS 105 Vocal Condenser Microphone,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=8602
Amps & FX | Guitar Amps | Guitar Combos | Valve Guitar Combos,5150III® 1x12 50W Combo Black,http://www.guitarfactory.com.au/Amps/EVH/EVH-5150III-1x12-50W-Combo
Amps & FX | Guitar Amps | Guitar Combos | Valve Guitar Combos,5150III® 1x12 50W Combo Ivory,http://www.guitarfactory.com.au/Amps/EVH/EVH-5150III-1x12-50W-Combo
Live Sound | Mixers | Analog Mixers,MG06X 6 Channel Compact Mixer with Effects,https://www.soundcorp.com.au/yamaha-mg06x-6-channel-stereo-mixing-console-with-effects-5844
Amps & FX | Guitar Amps | Guitar Combos,Valvetronix VT100X Guitar Amplifier 100w,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=9560
Amps & FX | Effects,Alter Ego X4 Vintage Echo Effects Pedal,http://www.bigmusicshop.com.au/tc-electronic-alter-ego-x4-vintage-guitar-delay-pedal.html
Other,Memory Man with Hazarai,http://www.allansbillyhyde.com.au/prod/690/ST-MMH/Electro-Harmonix-Stereo-Memory-Man-with-Hazarai-Delay-Guitar-Effects-Pedal.aspx
Guitars | Electric Guitars,PAC311H Pacifica Electric Guitar Black,http://www.bigmusicshop.com.au/yamaha-pacifica-pac311h-electric-guitar-black.html
Guitars | Electric Guitars | Hollowbodies,ES-339 Pro Electric Guitar - Vintage Sunburst,http://www.bigmusicshop.com.au/epiphone-es-339-pro-electric-guitar-vintage-sunburst.html
Recording | Interfaces,Quad-Capture USB 2.0 Audio Interface,http://www.haworthguitars.com.au/products/home-recording/roland-quad-capture-usb-2-0-audio-interface/
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",BOD400 Bass Overdrive Effects Pedal,https://www.belfieldmusic.com.au/behringer-bod400-bass-effects-pedal.html
Guitars | Electric Guitars | Les Pauls,Matt Heafy Les Paul Custom-7 Electric Guitar (7-String),https://www.ghmusic.com.au/epiphone-matt-heafy-les-paul-custom-7-string.html
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",Fangs Metal Distortion Pedal,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=11376
Amps & FX | Effects | Tremolo & Vibe,Shaker Vibrato Mini Pedal,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=8146
Amps & FX | Effects | Delay & Reverb,The Prophet Digital Delay Pedal,http://www.bigmusicshop.com.au/tc-electronic-the-prophet-digital-delay.html
Recording | Headphones,RH-300 Stereo Headphones,http://www.haworthguitars.com.au/products/pro-audio-mics/headphones/roland-rh-300-stereo-headphones/
Live Sound | Speakers,Eurolive B205D Powered Monitor,https://www.belfieldmusic.com.au/behringer-eurolive-b205d-powered-speaker.html
Guitars | Electric Guitars | Hollowbodies,AGS73FM TKS Electric Hollowbody Guitar,http://www.haworthguitars.com.au/products/guitars/electric/ibanez-artcore-ags73fm-tks-artcore-guitar/
HOT DEALS | Electro Harmonix HOT DEALS,Ravish Sitar,http://www.bigmusicshop.com.au/electro-harmonix-ravish-sitar-pedal.html
Other,Q4 Handy Video Recorder,http://www.bettermusic.com.au/zoom-q4-handy-video-recorder-with-24-96-sound
Amps & FX | Guitar Amps | Guitar Combos | Valve Guitar Combos,68 Custom Twin Reverb Combo,http://www.bettermusic.com.au/fender-68-custom-deluxe-reverb-combo
Recording | Hard Disk Recording,BR-800 Digital Recorder,https://www.storedj.com.au/boss-br-800-digital-recorder
Recording | Studio Monitors,"Eris E8 - 2-way 8"" Near Field Studio Monitor (PAIR)",http://www.bettermusic.com.au/presonus-eris-e8-8-2-way-active-studio-monitors-pair
Amps & FX | Guitar Amps | Guitar Combos,Line 6 Amplifi 75 Bluetooth Stereo Guitar Amp,http://www.guitarfactory.com.au/Amps/Line-6/Amplifi/line-6-amplifi-75
Amps & FX | Effects,Pitchblack Chromatic Tuner Pedal,https://www.belfieldmusic.com.au/korg-pitchblack-chromatic-pedal-tuner-pb01.html
Amps & FX | Guitar Amps | Guitar Speaker Boxes,PPC112 1X12 Speaker Cabinet,http://www.bigmusicshop.com.au/orange-ppc112-1x12-inch-amp-cabinet.html
Amps & FX | Effects | Guitar Processors,Element XP Effects Processor,http://www.guitarfactory.com.au/Pedals_FX/DigiTech/digitech-element-xp
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",DS-2 Turbo Distortion,http://www.allansbillyhyde.com.au/prod/DS2/Boss-DS-2-Turbo-Distortion-Guitar-Effects-Pedal.aspx
Guitars | Acoustic Guitars | Acoustic Electric Guitars,618E Grand Orchestra Acoustic Electric,http://www.allansbillyhyde.com.au/prod/618E/Taylor-618E-Grand-Orchestra-Acoustic_Electric-Guitar.aspx
Amps & FX | Effects | Vocal Effects,TC Helicon Harmony Singer Vocal Effect Pedal,http://www.guitarfactory.com.au/Pedals_FX/TC-Helicon/tc-helicon-harmony-singer
Amps & FX | Effects | Guitar Effects,BD-2 Blues Driver,http://www.bettermusic.com.au/boss-bd-2-blues-driver-bd2
Amps & FX | Effects | Guitar Effects,BD-2 Blues Driver,https://www.ghmusic.com.au/boss-bd-2-blues-driver.html
Amps & FX | Guitar Amps | Guitar Combos,Frontman 10G Amp,http://www.guitarfactory.com.au/Amps/Fender/Guitar_Amp/Frontman/fender-frontman-10g
Amps & FX | Guitar Amps | Guitar Combos | Valve Guitar Combos,Hot Rod DeVille&#8482; 410 III,http://www.bettermusic.com.au/fender-hot-rod-deville-iii-4x10-60-watt-guitar-amplifier
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",Fullbore Metal Distortion Effects Pedal,https://www.ghmusic.com.au/mxr-fullbore-metal.html
Gift Ideas | Gifts for Metal Heads,ML-2 Metal Core,https://www.ghmusic.com.au/boss-ml-2-metal-core.html
Guitars | Electric Guitars,Revstar RS420FB Electric Guitar - Factory Blue,http://www.bettermusic.com.au/yamaha-revstar-rs420-electric-guitar-factory-blue
Keyboards | Midi Keyboards,U-Control UMX610 USB/MIDI Keyboard Controller,https://www.storedj.com.au/behringer-u-control-umx610-61-key-keyboard-w-interface
Amps & FX | Guitar Amps | Mini Amps,22 Caliber Pedal Sized Power Amp,http://www.bigmusicshop.com.au/electro-harmonix-22-caliber-pedal.html
Guitars | Electric Guitars | Les Pauls,Les Paul Standard Electric Guitar - Ebony,http://www.bigmusicshop.com.au/epiphone-les-paul-standard-electric-guitar-ebony.html
Guitars | Electric Guitars,Affinity Series Tele Special MN Butterscotch Blonde,https://www.belfieldmusic.com.au/fender-squier-affinity-series-tele-electric-guitar-mn-butterscotch-blonde-telecaster-0310203550.html
Guitars | Bass Guitars | Acoustic Bass Guitars,Kingman Bass SCE V2 With Case,http://www.guitarfactory.com.au/Guitars/Acoustic/Fender/acoustic-bass/fender-kingman-bass-sce
Amps & FX | Effects,RV-6 Digital Reverb Pedal,http://www.portmacguitars.com.au/Boss-RV-6-Digital-Reverb
Live Sound | Mixers | Analog Mixers,Xenyx Q502USB Mixer,https://www.belfieldmusic.com.au/behringer-xenyx-q502usb-mixer.html
Amps & FX | Bass Amps | Bass Speaker Boxes,Rumble 115 1x15 Bass Cabinet,http://www.portmacguitars.com.au/fender-rumble-115-cabinet-v3.html
Recording | Hard Disk Recording,Micro BR&#174; BR-80 Digital Recorder,https://www.belfieldmusic.com.au/boss-br-80-digital-recorder.html
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",LT Compact Drive Pedal,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=8737
Accessories & Parts | Cables & Leads | Guitar / Instrument Leads,TS9 Tube Screamer,http://www.bettermusic.com.au/ibanez-ts9-tube-screamer-overdrive-ts-9
Recording | Portable Recording & Hand Held Recorders,H5 Handy Portable Audio Recorder + Accessory Pack,https://www.kosmic.com.au/zoom-h5-portable-recorder
Amps & FX | Effects,TS808DX Tube Screamer Pedal,http://www.portmacguitars.com.au/ibanez-ts808dx-tube-screamer-with-booster.html
Guitars | Acoustic Guitars, Maton S60 Solid Road series Guitar + Deluxe Hard Case,http://www.bettermusic.com.au/maton-s60-all-solid-acoustic-guitar
Recording | Interfaces | 8+ Inputs,Scarlett 18i8 Second Generation Interface,http://www.bigmusicshop.com.au/focusrite-scarlett-18i8-2nd-generation-usb-audio-interface.html
Recording | Interfaces | 1 - 7 Inputs,Scarlett 6i6 Second Generation Interface,http://www.bigmusicshop.com.au/focusrite-scarlett-6i6-2nd-generation-usb-audio-interface.html
Guitars | Electric Guitars | Fender Jazzmaster,Troy Van Leeuwen Signaure Series Jazzmaster,https://www.belfieldmusic.com.au/fender-troy-van-leeuwen-jazzmaster-electric-guitar-oxblood-0140070793-made-in-mexico.html
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",Super Badass Distortion Effects Pedal,http://www.bigmusicshop.com.au/mxr-super-badass-distortion.html
Guitars | Acoustic Guitars | Acoustic Electric Guitars,310CE Dreadnought Acoustic Guitar w/ Case-Limited Stock Please Contact Us First,http://www.bettermusic.com.au/taylor-310ce-dreadnought-acoustic-guitar-w-case
Live Sound | Mixers | Digital Mixers,X32 Core Digital Mixer,https://www.kosmic.com.au/behringer-x32-core-digital-rack-mixer
Guitars | Acoustic Guitars,DR-100 dreadnought Acoustic Guitar Ebony,https://www.ghmusic.com.au/epiphone-dr-100-acoustic-guitar-ebony.html
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",Nano Big Muff Pedal,http://www.bigmusicshop.com.au/electro-harmonix-nano-big-muff-pi.html
Other,J5 Triple Tele&#174; Deluxe,http://www.portmacguitars.com.au/fender-j5-triple-tele-deluxe.html
Amps & FX | Effects | Tremolo & Vibe,Shaker Vibrato Mini Pedal,http://www.bigmusicshop.com.au/tc-electronic-shaker-vibrato-mini-pedal.html
Recording | Microphones | Large Diaphragm Condensor,AT2020 Large Diaphragm Cardioid Condenser Microphone Cheap!,https://www.storedj.com.au/audio-technica-at2020-cardioid-condenser-microphone
Amps & FX | Effects,Sub 'N' Up Octaver Pitch Prodigy Pedal- NEW,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=10418
Recording | Control Surfaces,CS18AI Control surface With Moving Faders,http://www.bettermusic.com.au/presonus-cs18ai-control-surface-with-motorised-faders
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",ST-2 Power Stack,https://www.belfieldmusic.com.au/boss-st-2-power-stack-pedal.html
Guitars | Electric Guitars,Iron Label RGAIX6FM Flamed Maple Top Electric Guitar,http://www.bettermusic.com.au/ibanez-iron-label-rgaix6fm-electric-guitar-trans-gray
Live Sound | Mixers | Analog Mixers,MG10XU 10 Channel Mixer with Effects,http://www.bigmusicshop.com.au/yamaha-mg10xu-10-channel-mixer-w-effects.html
Amps & FX | Effects | Vocal Effects,VE-8 Acoustic Singer - Contact Us To Order,http://www.bettermusic.com.au/boss-ve-8-acoustic-singer-ve8
Amps & FX | Guitar Amps | Mini Amps,Fly 3 Pack Cream,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=9304
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",LT Compact Distortion Pedal,https://www.belfieldmusic.com.au/blackstar-lt-dist-compact-distortion-effects-pedal.html
Amps & FX | Effects,Iso Brick Pedal Power Supply,http://www.bettermusic.com.au/mxr-iso-brick-isolated-pedal-power-supply
Guitars | Ibanez Guitars | Ibanez Hollow Body Electric Guitars,AGB205 Artcore Semi Hollow 5 String Bass,http://www.portmacguitars.com.au/ibanez-agb205-5-string.html
Guitars | Folk Instruments | Mandolin,G9300 New Yorker™ Standard Mandolin,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=11918
Guitars and Folk Instruments | Resonator Guitar Entry Level,Glass Slide Regular - Medium J202,https://www.ghmusic.com.au/dunlop-glass-slide-regular-202.html
Accessories & Parts | Slides,Glass Slide Regular - Large J203,https://www.ghmusic.com.au/dunlop-glass-slide-regular-202.html
Amps & FX | Guitar Amps | Guitar Speaker Boxes,1960B-DM Dave Mustain 4x12 Cab V30,https://www.belfieldmusic.com.au/marshall-1960b-dm-cab-dave-mustaine-signature-straight.html
Live Sound | Wireless | In Ear Monitoring,E40 Professional In-Ear Monitor Headphones,https://www.storedj.com.au/audio-technica-ath-e40-pro-in-ear-monitor-headphones
Recording | Portable Recording & Hand Held Recorders,MR2  Stereo Handheld 1-bit DSD Recorder,https://www.belfieldmusic.com.au/korg-mr2-digital-recorder-handheld.html
Recording | Portable Recording & Hand Held Recorders,R05 Portable Recorder R-05,http://www.bigmusicshop.com.au/roland-r05-portable-audio-recorder.html
Guitars | Electric Guitars,JS Series Dinky JS22-7 Electric Guitar - Satin Black,http://www.guitarfactory.com.au/Guitars/Electric/Jackson/JS-Series/jackson-JS22-7T-Dinky
"Amps & FX | Effects | Chorus, Phaser & Flanger Pedals",Vortex Flanger Mini Pedal,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=8145
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",LT Compact Distortion Pedal,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=8736
Amps & FX | Effects,Soul Food Distortion Fuzz Overdrive,http://www.allansbillyhyde.com.au/prod/690/SOULFOOD/Electro-Harmonix-Soul-Food-Overdrive-Guitar-Effects-Pedal.aspx
Amps & FX | Effects,B9 Organ Machine Effect Pedal,https://www.belfieldmusic.com.au/electro-harmonix-ehx-b9-organ-machine-effects-pedal-fx.html
Guitars | Electric Guitars,Deluxe Strat HSS Electric Guitar - Blizzard Pearl,http://www.bigmusicshop.com.au/fender-deluxe-strat-hss-mn-blizzard-pearl.html
Recording | Microphones | Small Diaphragm Condensor,NT6 Condenser Microphone With Remote Capsule,https://www.storedj.com.au/rode-nt6-compact-1-2-condenser-w-remote-capsule
Amps & FX | Bass Amps | Bass Speaker Boxes,PN-410HLF Pro Neo Bass Cab 4x10,https://www.belfieldmusic.com.au/ampeg-pn-410hlf-bass-cabinet-pro-neo-series.html
Recording | Interfaces,Studio-Capture USB 2.0 Audio Interface,http://www.haworthguitars.com.au/products/home-recording/roland-studio-capture-usb-2-0-audio-interface/
Recording,ADI21 V-Tone Acoustic Driver DI,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=1747
Live Sound | Microphones,e835 Dynamic Vocal Microphone,https://www.storedj.com.au/sennheiser-e835-dynamic-cardioid-live-vocal-microphone
Amps & FX | Footswitches,PS1 Sustain Pedal,https://www.belfieldmusic.com.au/korg-ps1-footswitch-sustain-pedal.html
Amps & FX | Effects,Slash Cry Baby® Classic Wah Wah,http://www.bigmusicshop.com.au/dunlop-crybaby-slash-classic.html
"Recording | Software | VST's, Instruments and FX",UAD-2 Duo Custom Flexi DSP Accelerator Card,https://www.storedj.com.au/open-box-uad-2-satellite-usb-quad-custom-dsp-accelerator
Guitars | Electric Guitars | Les Pauls,Les Paul Studio Electric Guitar - Ebony,http://www.bettermusic.com.au/epiphone-les-paul-studio-electric-guitar-ebony
